"MUNICIPIO","DESCRICAO","REGIAO"
"2807006","SAO MIGUEL DO ALEIXO","125"
"2807105","SIMAO DIAS","128"
"2807204","SIRIRI","126"
"2807303","TELHA","124"
"2807402","TOBIAS BARRETO","130"
"2807501","TOMAR DO GERU","130"
"2807600","UMBAUBA","129"
"2900000","BAHIA - IGNORADO",""
"2900108","ABAIRA","136"
"2900207","ABARE","140"
"2900306","ACAJUTIBA","148"
"2900355","ADUSTINA","148"
"2900405","AGUA FRIA","143"
"2900504","ERICO CARDOSO","136"
"2900603","AIQUARA","144"
"2900702","ALAGOINHAS","148"
"2900801","ALCOBACA","156"
"2900900","ALMADINA","154"
"2901007","AMARGOSA","144"
"2901106","AMELIA RODRIGUES","151"
"2901155","AMERICA DOURADA","135"
"2901205","ANAGE","145"
"2901304","ANDARAI","136"
"2901353","ANDORINHA","138"
"2901403","ANGICAL","131"
"2901502","ANGUERA","143"
"2901601","ANTAS","148"
"2901700","ANTONIO CARDOSO","143"
"2901809","ANTONIO GONCALVES","138"
"2901908","APORA","148"
"2901957","APUAREMA","144"
"2902005","ARACATU","137"
"2902054","ARACAS","148"
"2902104","ARACI","142"
"2902203","ARAMARI","148"
"2902252","ARATACA","154"
"2902302","ARATUIPE","151"
"2902401","AURELINO LEAL","154"
"2902500","BAIANOPOLIS","131"
"2902609","BAIXA GRANDE","139"
"2902658","BANZAE","148"
"2902708","BARRA","133"
"2902807","BARRA DA ESTIVA","136"
"2902906","BARRA DO CHOCA","145"
"2903003","BARRA DO MENDES","135"
"2903102","BARRA DO ROCHA","154"
"2903201","BARREIRAS","131"
"2903235","BARRO ALTO","135"
"2903276","BARROCAS (MUNICIPIO EXTINTO)",""
"2903300","BARRO PRETO","154"
"2903409","BELMONTE","154"
"2903508","BELO CAMPO","145"
"2903607","BIRITINGA","142"
"2903706","BOA NOVA","145"
"2903805","BOA VISTA DO TUPIM","139"
"2903904","BOM JESUS DA LAPA","134"
"2903953","BOM JESUS DA SERRA","145"
"2904001","BONINAL","136"
"2904050","BONITO","136"
"2904100","BOQUIRA","136"
"2904209","BOTUPORA","136"
"2904308","BREJOES","144"
"2904407","BREJOLANDIA","131"
"2904506","BROTAS DE MACAUBAS","136"
"2904605","BRUMADO","137"
"2904704","BUERAREMA","154"
"2904753","BURITIRAMA","133"
"2904803","CAATIBA","145"
"2904852","CABACEIRAS DO PARAGUACU","151"
"2904902","CACHOEIRA","151"
"2905008","CACULE","137"
"2905107","CAEM","139"
"2905156","CAETANOS","145"
"2905206","CAETITE","137"
"2905305","CAFARNAUM","135"
"2905404","CAIRU","152"
"2905503","CALDEIRAO GRANDE","138"
"2905602","CAMACAN","154"
"2905701","CAMACARI","150"
"2905800","CAMAMU","152"
"2905909","CAMPO ALEGRE DE LOURDES","133"
"2906006","CAMPO FORMOSO","138"
"2906105","CANAPOLIS","132"
"2906204","CANARANA","135"
"2906303","CANAVIEIRAS","154"
"2906402","CANDEAL","142"
"2906501","CANDEIAS","150"
"2906600","CANDIBA","137"
"2906709","CANDIDO SALES","145"
"2906808","CANSANCAO","141"
"2906824","CANUDOS","141"
"2906857","CAPELA DO ALTO ALEGRE","142"
"2906873","CAPIM GROSSO","139"
"2906899","CARAIBAS","137"
"2906907","CARAVELAS","156"
"2907004","CARDEAL DA SILVA","149"
"2907103","CARINHANHA","134"
"2907202","CASA NOVA","133"
"2907301","CASTRO ALVES","143"
"2907400","CATOLANDIA","131"
"2907509","CATU","150"
"2907558","CATURAMA","136"
"2907608","CENTRAL","135"
"2907707","CHORROCHO","140"
"2907806","CICERO DANTAS","148"
"2907905","CIPO","148"
"2908002","COARACI","154"
"2908101","COCOS","132"
"2908200","CONCEICAO DA FEIRA","151"
"2908309","CONCEICAO DO ALMEIDA","151"
"2908408","CONCEICAO DO COITE","142"
"2908507","CONCEICAO DO JACUIPE","151"
"2908606","CONDE","149"
"2908705","CONDEUBA","137"
"2908804","CONTENDAS DO SINCORA","136"
"2908903","CORACAO DE MARIA","143"
"2909000","CORDEIROS","137"
"2909109","CORIBE","132"
"2909208","CORONEL JOAO SA","147"
"2909307","CORRENTINA","132"
"2909406","COTEGIPE","131"
"2909505","CRAVOLANDIA","144"
"2909604","CRISOPOLIS","148"
"2909703","CRISTOPOLIS","131"
"2909802","CRUZ DAS ALMAS","151"
"2909901","CURACA","140"
"2910008","DARIO MEIRA","145"
"2910057","DIAS D'AVILA","150"
"2910107","DOM BASILIO","137"
"2910206","DOM MACEDO COSTA","151"
"2910305","ELISIO MEDRADO","143"
"2910404","ENCRUZILHADA","146"
"2910503","ENTRE RIOS","149"
"2910602","ESPLANADA","149"
"2910701","EUCLIDES DA CUNHA","141"
"2910727","EUNAPOLIS","156"
"2910750","FATIMA","148"
"2910776","FEIRA DA MATA","134"
"2910800","FEIRA DE SANTANA","143"
"2910859","FILADELFIA","138"
"2910909","FIRMINO ALVES","153"
"2911006","FLORESTA AZUL","153"
"2911105","FORMOSA DO RIO PRETO","131"
"2911204","GANDU","154"
"2911253","GAVIAO","142"
"2911303","GENTIO DO OURO","135"
"2911402","GLORIA","147"
"2911501","GONGOGI","154"
"2911600","GOVERNADOR MANGABEIRA","151"
"2911659","GUAJERU","137"
"2911709","GUANAMBI","137"
"2911808","GUARATINGA","155"
"2911857","HELIOPOLIS","148"
"2911907","IACU","143"
"2912004","IBIASSUCE","137"
"2912103","IBICARAI","154"
"2912202","IBICOARA","136"
"2912301","IBICUI","153"
"2912400","IBIPEBA","135"
"2912509","IBIPITANGA","136"
"2912608","IBIQUERA","139"
"2912707","IBIRAPITANGA","152"
"2912806","IBIRAPUA","155"
"2912905","IBIRATAIA","154"
"2913002","IBITIARA","136"
"2913101","IBITITA","135"
"2913200","IBOTIRAMA","133"
"2913309","ICHU","142"
"2913408","IGAPORA","137"
"2913457","IGRAPIUNA","152"
"2913507","IGUAI","153"
"2913606","ILHEUS","154"
"2913705","INHAMBUPE","148"
"2913804","IPECAETA","143"
"2913903","IPIAU","154"
"2914000","IPIRA","143"
"2914109","IPUPIARA","136"
"2914208","IRAJUBA","144"
"2914307","IRAMAIA","136"
"2914406","IRAQUARA","136"
"2914505","IRARA","143"
"2914604","IRECE","135"
"2914653","ITABELA","156"
"2914703","ITABERABA","139"
"2914802","ITABUNA","154"
"2914901","ITACARE","154"
"2915007","ITAETE","136"
"2915106","ITAGI","144"
"2915205","ITAGIBA","153"
"2915304","ITAGIMIRIM","153"
"2915353","ITAGUACU DA BAHIA","133"
"2915403","ITAJU DO COLONIA","153"
"2915502","ITAJUIPE","154"
"2915601","ITAMARAJU","155"
"2915700","ITAMARI","154"
"2915809","ITAMBE","146"
"2915908","ITANAGRA","149"
"2916005","ITANHEM","155"
"2916104","ITAPARICA","151"
"2916203","ITAPE","154"
"2916302","ITAPEBI","153"
"2916401","ITAPETINGA","146"
"2916500","ITAPICURU","148"
"2916609","ITAPITANGA","154"
"2916708","ITAQUARA","144"
"2916807","ITARANTIM","146"
"2916856","ITATIM","143"
"2916906","ITIRUCU","144"
"2917003","ITIUBA","141"
"2917102","ITORORO","153"
"2917201","ITUACU","136"
"2917300","ITUBERA","152"
"2917334","IUIU","134"
"2917359","JABORANDI","132"
"2917409","JACARACI","137"
"2917508","JACOBINA","139"
"2917607","JAGUAQUARA","144"
"2917706","JAGUARARI","138"
"2917805","JAGUARIPE","151"
"2917904","JANDAIRA","149"
"2918001","JEQUIE","144"
"2918100","JEREMOABO","147"
"2918209","JIQUIRICA","144"
"2918308","JITAUNA","144"
"2918357","JOAO DOURADO","135"
"2918407","JUAZEIRO","140"
"2918456","JUCURUCU","155"
"2918506","JUSSARA","135"
"2918555","JUSSARI","154"
"2918605","JUSSIAPE","136"
"2918704","LAFAIETE COUTINHO","144"
"2918753","LAGOA REAL","137"
"2918803","LAJE","144"
"2918902","LAJEDAO","155"
"2919009","LAJEDINHO","139"
"2919058","LAJEDO DO TABOCAL","144"
"2919108","LAMARAO","142"
"2919157","LAPAO","135"
"2919207","LAURO DE FREITAS","150"
"2919306","LENCOIS","136"
"2919405","LICINIO DE ALMEIDA","137"
"2919504","LIVRAMENTO DO BRUMADO","137"
"2919603","MACAJUBA","139"
"2919702","MACARANI","146"
"2919801","MACAUBAS","136"
"2919900","MACURURE","140"
"2919926","MADRE DE DEUS","150"
"2919959","MAETINGA","137"
"2920007","MAIQUINIQUE","146"
"2920106","MAIRI","139"
"2920205","MALHADA","134"
"2920304","MALHADA DE PEDRAS","137"
"2920403","MANOEL VITORINO","145"
"2920452","MANSIDAO","131"
"2920502","MARACAS","144"
"2920601","MARAGOGIPE","151"
"2920700","MARAU","152"
"2920809","MARCIONILIO SOUZA","144"
"2920908","MASCOTE","154"
"2921005","MATA DE SAO JOAO","150"
"2921054","MATINA","137"
"2921104","MEDEIROS NETO","155"
"2921203","MIGUEL CALMON","139"
"2921302","MILAGRES","144"
"2921401","MIRANGABA","138"
"2921450","MIRANTE","145"
"2921500","MONTE SANTO","141"
"2921609","MORPARA","133"
"2921708","MORRO DO CHAPEU","135"
"2921807","MORTUGABA","137"
"2921906","MUCUGE","136"
"2922003","MUCURI","156"
"2922052","MULUNGU DO MORRO","135"
"2922102","MUNDO NOVO","139"
"2922201","MUNIZ FERREIRA","151"
"2922250","MUQUEM DE SAO FRANCISCO","133"
"2922300","MURITIBA","151"
"2922409","MUTUIPE","144"
"2922508","NAZARE","151"
"2922607","NILO PECANHA","152"
"2922656","NORDESTINA","141"
"2922706","NOVA CANAA","145"
"2922730","NOVA FATIMA","142"
"2922755","NOVA IBIA","154"
"2922805","NOVA ITARANA","144"
"2922854","NOVA REDENCAO","136"
"2922904","NOVA SOURE","148"
"2923001","NOVA VICOSA","156"
"2923035","NOVO HORIZONTE","136"
"2923050","NOVO TRIUNFO","148"
"2923100","OLINDINA","148"
"2923209","OLIVEIRA DOS BREJINHOS","136"
"2923308","OURICANGAS","143"
"2923357","OUROLANDIA","139"
"2923407","PALMAS DE MONTE ALTO","137"
"2923506","PALMEIRAS","136"
"2923605","PARAMIRIM","136"
"2923704","PARATINGA","134"
"2923803","PARIPIRANGA","148"
"2923902","PAU BRASIL","153"
"2924009","PAULO AFONSO","147"
"2924058","PE DE SERRA","142"
"2924108","PEDRAO","143"
"2924207","PEDRO ALEXANDRE","147"
"2924306","PIATA","136"
"2924405","PILAO ARCADO","133"
"2924504","PINDAI","137"
"2924603","PINDOBACU","138"
"2924652","PINTADAS","143"
"2924678","PIRAI DO NORTE","152"
"2924702","PIRIPA","137"
"2924801","PIRITIBA","139"
"2924900","PLANALTINO","144"
"2925006","PLANALTO","145"
"2925105","POCOES","145"
"2925204","POJUCA","150"
"2925253","PONTO NOVO","138"
"2925303","PORTO SEGURO","156"
"2925402","POTIRAGUA","153"
"2925501","PRADO","156"
"2925600","PRESIDENTE DUTRA","135"
"2925709","PRESIDENTE JANIO QUADROS","137"
"2925758","PRESIDENTE TANCREDO NEVES","152"
"2925808","QUEIMADAS","141"
"2925907","QUIJINGUE","141"
"2925931","QUIXABEIRA","139"
"2925956","RAFAEL JAMBEIRO","143"
"2926004","REMANSO","133"
"2926103","RETIROLANDIA","142"
"2926202","RIACHAO DAS NEVES","131"
"2926301","RIACHAO DO JACUIPE","142"
"2926400","RIACHO DE SANTANA","137"
"2926509","RIBEIRA DO AMPARO","148"
"2926608","RIBEIRA DO POMBAL","148"
"2926657","RIBEIRAO DO LARGO","146"
"2926707","RIO DE CONTAS","136"
"2926806","RIO DO ANTONIO","137"
"2926905","RIO DO PIRES","136"
"2927002","RIO REAL","148"
"2927101","RODELAS","140"
"2927200","RUY BARBOSA","139"
"2927309","SALINAS DA MARGARIDA","151"
"2927408","SALVADOR","150"
"2927507","SANTA BARBARA","143"
"2927606","SANTA BRIGIDA","147"
"2927705","SANTA CRUZ CABRALIA","156"
"2927804","SANTA CRUZ DA VITORIA","153"
"2927903","SANTA INES","144"
"2928000","SANTALUZ","142"
"2928059","SANTA LUZIA","154"
"2928109","SANTA MARIA DA VITORIA","132"
"2928208","SANTANA","132"
"2928307","SANTANOPOLIS","143"
"2928406","SANTA RITA DE CASSIA","131"
"2928505","SANTA TERESINHA","143"
"2928604","SANTO AMARO","151"
"2928703","SANTO ANTONIO DE JESUS","151"
"2928802","SANTO ESTEVAO","143"
"2928901","SAO DESIDERIO","131"
"2928950","SAO DOMINGOS","142"
"2929008","SAO FELIX","151"
"2929057","SAO FELIX DO CORIBE","132"
"2929107","SAO FELIPE","151"
"2929206","SAO FRANCISCO DO CONDE","150"
"2929255","SAO GABRIEL","135"
"2929305","SAO GONCALO DOS CAMPOS","151"
"2929354","SAO JOSE DA VITORIA","154"
"2929370","SAO JOSE DO JACUIPE","139"
"2929404","SAO MIGUEL DAS MATAS","144"
"2929503","SAO SEBASTIAO DO PASSE","151"
"2929602","SAPEACU","151"
"2929701","SATIRO DIAS","148"
"2929750","SAUBARA","151"
"2929800","SAUDE","138"
"2929909","SEABRA","136"
"2930006","SEBASTIAO LARANJEIRAS","137"
"2930105","SENHOR DO BONFIM","138"
"2930154","SERRA DO RAMALHO","134"
"2930204","SENTO SE","133"
"2930303","SERRA DOURADA","132"
"2930402","SERRA PRETA","143"
"2930501","SERRINHA","142"
"2930600","SERROLANDIA","139"
"2930709","SIMOES FILHO","150"
"2930758","SITIO DO MATO","134"
"2930766","SITIO DO QUINTO","147"
"2930774","SOBRADINHO","140"
"2930808","SOUTO SOARES","135"
"2930907","TABOCAS DO BREJO VELHO","131"
"2931004","TANHACU","136"
"2931053","TANQUE NOVO","136"
"2931103","TANQUINHO","143"
"2931202","TAPEROA","152"
"2931301","TAPIRAMUTA","139"
"2931350","TEIXEIRA DE FREITAS","156"
"2931400","TEODORO SAMPAIO","151"
"2931509","TEOFILANDIA","142"
"2931608","TEOLANDIA","154"
"2931707","TERRA NOVA","151"
"2931806","TREMEDAL","137"
"2931905","TUCANO","141"
"2932002","UAUA","141"
"2932101","UBAIRA","144"
"2932200","UBAITABA","154"
"2932309","UBATA","154"
"2932408","UIBAI","135"
"2932457","UMBURANAS","138"
"2932507","UNA","154"
"2932606","URANDI","137"
"2932705","URUCUCA","154"
"2932804","UTINGA","136"
"2932903","VALENCA","152"
"2933000","VALENTE","142"
"2933059","VARZEA DA ROCA","139"
"2933109","VARZEA DO POCO","139"
"2933158","VARZEA NOVA","139"
"2933174","VARZEDO","151"
"2933208","VERA CRUZ","151"
"2933257","VEREDA","156"
"2933307","VITORIA DA CONQUISTA","145"
"2933406","WAGNER","136"
"2933455","WANDERLEY","131"
"2933505","WENCESLAU GUIMARAES","154"
"2933604","XIQUE-XIQUE","133"
"3100000","MINAS GERAIS - IGNORADO",""
"3100104","ABADIA DOS DOURADOS","171"
"3100203","ABAETE","173"
"3100302","ABRE CAMPO","188"
"3100401","ACAIACA","188"
"3100500","ACUCENA","174"
"3100609","AGUA BOA","174"
"3100708","AGUA COMPRIDA","178"
"3100807","AGUANIL","191"
"3100906","AGUAS FORMOSAS","169"
"3101003","AGUAS VERMELHAS","159"
"3101102","AIMORES","185"
"3101201","AIURUOCA","199"
"3101300","ALAGOA","199"
"3101409","ALBERTINA","198"
"3101508","ALEM PARAIBA","201"
"3101607","ALFENAS","190"
"3101631","ALFREDO VASCONCELOS",""
"3101706","ALMENARA","165"
"3101805","ALPERCATA","175"
"3101904","ALPINOPOLIS","190"
"3102001","ALTEROSA","190"
"3102100","ALTO RIO DOCE","192"
"3102209","ALVARENGA","185"
"3102308","ALVINOPOLIS","187"
"3102407","ALVORADA DE MINAS","174"
"3102506","AMPARO DO SERRA","188"
"3102605","ANDRADAS","197"
"3102704","CACHOEIRA DE PAJEU","164"
"3102803","ANDRELANDIA","199"
"3102902","ANTONIO CARLOS","195"
"3103009","ANTONIO DIAS","183"
"3103108","ANTONIO PRADO DE MINAS","193"
"3103207","ARACAI","181"
"3103306","ARACITABA","200"
"3103405","ARACUAI","164"
"3103504","ARAGUARI","170"
"3103603","ARANTINA","199"
"3103702","ARAPONGA","192"
"3103751","ARAPORA",""
"3103801","ARAPUA","172"
"3103900","ARAUJOS","180"
"3104007","ARAXA","179"
"3104106","ARCEBURGO","194"
"3104205","ARCOS","180"
"3104304","AREADO","190"
"3104403","ARGIRITA","201"
"3104502","ARINOS","160"
"3104601","ASTOLFO DUTRA","196"
"3104700","ATALEIA","169"
"3104809","AUGUSTO DE LIMA","166"
"3104908","BAEPENDI","199"
"3105004","BALDIM","181"
"3105103","BAMBUI","180"
"3105202","BANDEIRA","165"
"3105301","BANDEIRA DO SUL","197"
"3105400","BARAO DE COCAIS","183"
"3105509","BARAO DE MONTE ALTO","193"
"3105608","BARBACENA","195"
"3105707","BARRA LONGA","188"
"3105905","BARROSO","195"
"3106002","BELA VISTA DE MINAS","183"
"3106101","BELMIRO BRAGA","200"
"3106200","BELO HORIZONTE","182"
"3106309","BELO ORIENTE","174"
"3106408","BELO VALE","187"
"3106507","BERILO","167"
"3106606","BERTOPOLIS","169"
"3106705","BETIM","182"
"3106804","BIAS FORTES","200"
"3106903","BICAS","200"
"3107000","BIQUINHAS","173"
"3107109","BOA ESPERANCA","190"
"3107208","BOCAINA DE MINAS","199"
"3107307","BOCAIUVA","162"
"3107406","BOM DESPACHO","180"
"3107505","BOM JARDIM DE MINAS","199"
"3107604","BOM JESUS DA PENHA","194"
"3107703","BOM JESUS DO AMPARO","183"
"3107802","BOM JESUS DO GALHO","184"
"3107901","BOM REPOUSO","198"
"3108008","BOM SUCESSO","191"
"3108107","BONFIM","187"
"3108206","BONFINOPOLIS DE MINAS","160"
"3108305","BORDA DA MATA","198"
"3108404","BOTELHOS","197"
"3108503","BOTUMIRIM","163"
"3108602","BRASILIA DE MINAS","162"
"3108701","BRAS PIRES","192"
"3108800","BRAUNAS","174"
"3108909","BRASOPOLIS","202"
"3109006","BRUMADINHO","187"
"3109105","BUENO BRANDAO","202"
"3109204","BUENOPOLIS","166"
"3109303","BURITIS","160"
"3109402","BURITIZEIRO","161"
"3109501","CABO VERDE","194"
"3109600","CACHOEIRA DA PRATA","181"
"3109709","CACHOEIRA DE MINAS","198"
"3109808","CACHOEIRA DOURADA","170"
"3109907","CAETANOPOLIS","181"
"3110004","CAETE","182"
"3110103","CAIANA","189"
"3110202","CAJURI","192"
"3110301","CALDAS","197"
"3110400","CAMACHO","191"
"3110509","CAMANDUCAIA","202"
"3110608","CAMBUI","202"
"3110707","CAMBUQUIRA","198"
"3110806","CAMPANARIO","175"
"3110905","CAMPANHA","198"
"3111002","CAMPESTRE","197"
"3111101","CAMPINA VERDE","177"
"3111200","CAMPO BELO","191"
"3111309","CAMPO DO MEIO","190"
"3111408","CAMPO FLORIDO","178"
"3111507","CAMPOS ALTOS","179"
"3111606","CAMPOS GERAIS","190"
"3111705","CANAA","192"
"3111804","CANAPOLIS","170"
"3111903","CANA VERDE","191"
"3112000","CANDEIAS","191"
"3112109","CAPARAO","189"
"3112208","CAPELA NOVA","195"
"3112307","CAPELINHA","167"
"3112406","CAPETINGA","194"
"3112505","CAPIM BRANCO","182"
"3112604","CAPINOPOLIS","170"
"3112653","CAPITAO ANDRADE",""
"3112703","CAPITAO ENEAS","162"
"3112802","CAPITOLIO","190"
"3112901","CAPUTIRA","189"
"3113008","CARAI","164"
"3113107","CARANAIBA","195"
"3113206","CARANDAI","195"
"3113305","CARANGOLA","193"
"3113404","CARATINGA","184"
"3113503","CARBONITA","167"
"3113602","CAREACU","198"
"3113701","CARLOS CHAGAS","169"
"3113800","CARMESIA","174"
"3113909","CARMO DA CACHOEIRA","198"
"3114006","CARMO DA MATA","181"
"3114105","CARMO DE MINAS","198"
"3114204","CARMO DO CAJURU","186"
"3114303","CARMO DO PARANAIBA","172"
"3114402","CARMO DO RIO CLARO","190"
"3114501","CARMOPOLIS DE MINAS","191"
"3114550","CARNEIRINHO",""
"3114600","CARRANCAS","199"
"3114709","CARVALHOPOLIS","198"
"3114808","CARVALHOS","199"
"3114907","CASA GRANDE","187"
"3115003","CASCALHO RICO","171"
"3115102","CASSIA","190"
"3115201","CONCEICAO DA BARRA DE MINAS","195"
"3115300","CATAGUASES","201"
"3115409","CATAS ALTAS DA NORUEGA","187"
"3115458","CATUJI",""
"3115508","CAXAMBU","198"
"3115607","CEDRO DO ABAETE","173"
"3115706","CENTRAL DE MINAS","176"
"3115805","CENTRALINA","170"
"3115904","CHACARA","200"
"3116001","CHALE","189"
"3116100","CHAPADA DO NORTE","167"
"3116209","CHIADOR","200"
"3116308","CIPOTANEA","192"
"3116407","CLARAVAL","194"
"3116506","CLARO DOS POCOES","162"
"3116605","CLAUDIO","191"
"3116704","COIMBRA","192"
"3116803","COLUNA","174"
"3116902","COMENDADOR GOMES","177"
"3117009","COMERCINHO","164"
"3117108","CONCEICAO DA APARECIDA","190"
"3117207","CONCEICAO DAS PEDRAS","198"
"3117306","CONCEICAO DAS ALAGOAS","178"
"3117405","CONCEICAO DE IPANEMA","185"
"3117504","CONCEICAO DO MATO DENTRO","183"
"3117603","CONCEICAO DO PARA","180"
"3117702","CONCEICAO DO RIO VERDE","198"
"3117801","CONCEICAO DOS OUROS","198"
"3117900","CONGONHAL","198"
"3118007","CONGONHAS","187"
"3118106","CONGONHAS DO NORTE","183"
"3118205","CONQUISTA","178"
"3118304","CONSELHEIRO LAFAIETE","187"
"3118403","CONSELHEIRO PENA","185"
"3118502","CONSOLACAO","202"
"3118601","CONTAGEM","182"
"3118700","COQUEIRAL","190"
"3118809","CORACAO DE JESUS","162"
"3118908","CORDISBURGO","181"
"3119005","CORDISLANDIA","198"
"3119104","CORINTO","166"
"3119203","COROACI","175"
"3119302","COROMANDEL","171"
"3119401","CORONEL FABRICIANO","183"
"3119500","CORONEL MURTA","164"
"3119609","CORONEL PACHECO","200"
"3119708","CORONEL XAVIER CHAVES","195"
"3119807","CORREGO DANTA","180"
"3119906","CORREGO DO BOM JESUS","202"
"3120003","CORREGO NOVO","184"
"3120102","COUTO DE MAGALHAES DE MINAS","167"
"3120201","CRISTAIS","191"
"3120300","CRISTALIA","163"
"3120409","CRISTIANO OTONI","187"
"3120508","CRISTINA","202"
"3120607","CRUCILANDIA","187"
"3120706","CRUZEIRO DA FORTALEZA","171"
"3120805","CRUZILIA","199"
"3120904","CURVELO","166"
"3121001","DATAS","167"
"3121100","DELFIM MOREIRA","202"
"3121209","DELFINOPOLIS","190"
"3121308","DESCOBERTO","200"
"3121407","DESTERRO DE ENTRE RIOS","195"
"3121506","DESTERRO DO MELO","195"
"3121605","DIAMANTINA","167"
"3121704","DIOGO DE VASCONCELOS","188"
"3121803","DIONISIO","183"
"3121902","DIVINESIA","196"
"3122009","DIVINO","189"
"3122108","DIVINO DAS LARANJEIRAS","185"
"3122207","DIVINOLANDIA DE MINAS","174"
"3122306","DIVINOPOLIS","186"
"3122405","DIVISA NOVA","190"
"3122454","DIVISOPOLIS",""
"3122504","DOM CAVATI","184"
"3122603","DOM JOAQUIM","174"
"3122702","DOM SILVERIO","188"
"3122801","DOM VICOSO","202"
"3122900","DONA EUZEBIA","201"
"3123007","DORES DE CAMPOS","195"
"3123106","DORES DE GUANHAES","174"
"3123205","DORES DO INDAIA","180"
"3123304","DORES DO TURVO","192"
"3123403","DORESOPOLIS","180"
"3123502","DOURADOQUARA","171"
"3123528","DURANDE",""
"3123601","ELOI MENDES","190"
"3123700","ENGENHEIRO CALDAS","184"
"3123809","ENGENHEIRO NAVARRO","162"
"3123858","ENTRE FOLHAS",""
"3123908","ENTRE RIOS DE MINAS","195"
"3124005","ERVALIA","192"
"3124104","ESMERALDAS","182"
"3124203","ESPERA FELIZ","189"
"3124302","ESPINOSA","158"
"3124401","ESPIRITO SANTO DO DOURADO","198"
"3124500","ESTIVA","198"
"3124609","ESTRELA DALVA","201"
"3124708","ESTRELA DO INDAIA","180"
"3124807","ESTRELA DO SUL","171"
"3124906","EUGENOPOLIS","193"
"3125002","EWBANK DA CAMARA","200"
"3125101","EXTREMA","202"
"3125200","FAMA","190"
"3125309","FARIA LEMOS","193"
"3125408","FELICIO DOS SANTOS","167"
"3125507","SAO GONCALO DO RIO PRETO","167"
"3125606","FELISBURGO","165"
"3125705","FELIXLANDIA","173"
"3125804","FERNANDES TOURINHO","184"
"3125903","FERROS","183"
"3125952","FERVEDOURO",""
"3126000","FLORESTAL","186"
"3126109","FORMIGA","191"
"3126208","FORMOSO","160"
"3126307","FORTALEZA DE MINAS","194"
"3126406","FORTUNA DE MINAS","181"
"3126505","FRANCISCO BADARO","167"
"3126604","FRANCISCO DUMONT","162"
"3126703","FRANCISCO SA","162"
"3126802","FREI GASPAR","168"
"3126901","FREI INOCENCIO","175"
"3127008","FRONTEIRA","177"
"3127057","FRONTEIRA DOS VALES","169"
"3127107","FRUTAL","177"
"3127206","FUNILANDIA","181"
"3127305","GALILEIA","185"
"3127404","GONCALVES","202"
"3127503","GONZAGA","174"
"3127602","GOUVEA","167"
"3127701","GOVERNADOR VALADARES","175"
"3127800","GRAO MOGOL","163"
"3127909","GRUPIARA","171"
"3128006","GUANHAES","174"
"3128105","GUAPE","190"
"3128204","GUARACIABA","192"
"3128303","GUARANESIA","194"
"3128402","GUARANI","196"
"3128501","GUARARA","200"
"3128600","GUARDA-MOR","160"
"3128709","GUAXUPE","194"
"3128808","GUIDOVAL","196"
"3128907","GUIMARANIA","172"
"3129004","GUIRICEMA","196"
"3129103","GURINHATA","170"
"3129202","HELIODORA","198"
"3129301","IAPU","184"
"3129400","IBERTIOGA","195"
"3129509","IBIA","179"
"3129608","IBIAI","162"
"3129707","IBIRACI","194"
"3129806","IBIRITE","182"
"3129905","IBITIURA DE MINAS","197"
"3130002","IBITURUNA","191"
"3130051","ICARAI DE MINAS",""
"3130101","IGARAPE","186"
"3130200","IGARATINGA","186"
"3130309","IGUATAMA","180"
"3130408","IJACI","199"
"3130507","ILICINEA","190"
"3130606","INCONFIDENTES","198"
"3130705","INDIANOPOLIS","171"
"3130804","INGAI","199"
"3130903","INHAPIM","184"
"3131000","INHAUMA","181"
"3131109","INIMUTABA","166"
"3131158","IPABA",""
"3131208","IPANEMA","185"
"3131307","IPATINGA","183"
"3131406","IPIACU","170"
"3131505","IPUIUNA","197"
"3131604","IRAI DE MINAS","179"
"3131703","ITABIRA","183"
"3131802","ITABIRINHA DE MANTENA","176"
"3131901","ITABIRITO","187"
"3132008","ITACAMBIRA","163"
"3132107","ITACARAMBI","157"
"3132206","ITAGUARA","191"
"3132305","ITAIPE","168"
"3132404","ITAJUBA","202"
"3132503","ITAMARANDIBA","167"
"3132602","ITAMARATI DE MINAS","201"
"3132701","ITAMBACURI","175"
"3132800","ITAMBE DO MATO DENTRO","183"
"3132909","ITAMOGI","194"
"3133006","ITAMONTE","202"
"3133105","ITANHANDU","202"
"3133204","ITANHOMI","185"
"3133303","ITAOBIM","164"
"3133402","ITAPAGIPE","177"
"3133501","ITAPECERICA","191"
"3133600","ITAPEVA","202"
"3133709","ITATIAIUCU","187"
"3133758","ITAU DE MINAS","190"
"3133808","ITAUNA","186"
"3133907","ITAVERAVA","187"
"3134004","ITINGA","164"
"3134103","ITUETA","185"
"3134202","ITUIUTABA","170"
"3134301","ITUMIRIM","199"
"3134400","ITURAMA","177"
"3134509","ITUTINGA","199"
"3134608","JABOTICATUBAS","181"
"3134707","JACINTO","165"
"3134806","JACUI","194"
"3134905","JACUTINGA","198"
"3135001","JAGUARACU","183"
"3135050","JAIBA",""
"3135076","JAMPRUCA",""
"3135100","JANAUBA","162"
"3135209","JANUARIA","157"
"3135308","JAPARAIBA","180"
"3135407","JECEABA","187"
"3135506","JEQUERI","188"
"3135605","JEQUITAI","162"
"3135704","JEQUITIBA","181"
"3135803","JEQUITINHONHA","165"
"3135902","JESUANIA","198"
"3136009","JOAIMA","165"
